#sequence delta(k-1),f(k-1),theta(k),v(k),delta_diff(k-1),f_diff(k-1),theta_diff(k),v_diff(k),phi(1,1;k),phi(1,2;k),phi(2,1;k),phi(2,2;k)
1	7.993793e-01	0.000000e+00	7.994820e-01	5.415448e-01	7.993793e-01	0.000000e+00	-2.619680e-02	5.385927e-01	7.624292e-01	1.000000e-01	1.000000e+00	1.500000e+01
2	6.866781e-01	1.338519e-01	6.871188e-01	2.444256e+00	-1.127011e-01	1.338519e-01	-1.123632e-01	1.902712e+00	7.645289e-01	9.750632e-02	9.995974e-01	1.500048e+01
3	2.533977e-01	1.276526e-01	2.550919e-01	2.369874e+00	-4.332804e-01	-6.199232e-03	-4.320268e-01	-7.438197e-02	7.833747e-01	9.777596e-02	9.146098e-01	1.499926e+01
4	4.242458e-01	1.347107e-01	4.235850e-01	3.205698e+00	1.708481e-01	7.058124e-03	1.684931e-01	8.358235e-01	7.860913e-01	9.788819e-02	9.604961e-01	1.500116e+01
5	7.926968e-01	9.253069e-02	7.912550e-01	3.322220e+00	3.684510e-01	-4.218005e-02	3.676700e-01	1.165223e-01	7.995458e-01	9.634794e-02	1.025240e+00	1.499375e+01
6	8.872762e-01	5.941480e-02	8.869011e-01	1.860657e+00	9.457937e-02	-3.311589e-02	9.564613e-02	-1.461564e+00	8.005835e-01	9.598457e-02	9.777681e-01	1.501037e+01
7	8.017292e-01	2.059533e-01	8.020619e-01	2.975320e+00	-8.554700e-02	1.465385e-01	-8.483921e-02	1.114663e+00	8.018020e-01	9.389741e-02	1.017878e+00	1.494166e+01
8	7.580029e-01	3.764909e-01	7.581750e-01	4.915629e+00	-4.372625e-02	1.705376e-01	-4.388685e-02	1.940309e+00	8.023101e-01	9.191594e-02	1.029399e+00	1.489673e+01
9	7.886893e-01	4.064419e-01	7.885701e-01	5.775171e+00	3.068634e-02	2.995097e-02	3.039504e-02	8.595423e-01	8.023541e-01	9.195889e-02	1.034959e+00	1.490215e+01
10	8.135744e-01	3.660500e-01	8.134767e-01	5.157053e+00	2.488514e-02	-4.039187e-02	2.490666e-02	-6.181181e-01	8.024562e-01	9.179303e-02	1.034463e+00	1.490296e+01
11	8.071479e-01	4.589752e-01	8.071726e-01	5.898593e+00	-6.426505e-03	9.292513e-02	-6.304110e-03	7.415401e-01	8.024857e-01	9.136774e-02	1.036399e+00	1.487498e+01
12	7.949843e-01	5.524708e-01	7.950319e-01	5.583063e+00	-1.216363e-02	9.349564e-02	-1.214074e-02	-3.155306e-01	8.025485e-01	9.088483e-02	1.046141e+00	1.480009e+01
13	7.940919e-01	7.524708e-01	7.940956e-01	1.009299e+01	-8.923500e-04	2.000000e-01	-9.362890e-04	4.509932e+00	8.025561e-01	8.917138e-02	1.045496e+00	1.494453e+01
14	7.992011e-01	5.524708e-01	7.991811e-01	6.090272e+00	5.109152e-03	-2.000000e-01	5.085537e-03	-4.002722e+00	8.026009e-01	8.741861e-02	1.043072e+00	1.503946e+01
15	8.000457e-01	7.524708e-01	8.000424e-01	8.671663e+00	8.446433e-04	2.000000e-01	8.612093e-04	2.581391e+00	8.025941e-01	8.580730e-02	1.042903e+00	1.499965e+01
16	7.968613e-01	7.107612e-01	7.968737e-01	8.621979e+00	-3.184430e-03	-4.170963e-02	-3.168627e-03	-4.968346e-02	8.025896e-01	8.574858e-02	1.042028e+00	1.498818e+01
17	7.938639e-01	7.133462e-01	7.938757e-01	8.070165e+00	-2.997382e-03	2.584985e-03	-2.998051e-03	-5.518148e-01	8.025908e-01	8.574758e-02	1.042864e+00	1.498746e+01
18	7.938736e-01	8.854119e-01	7.938737e-01	1.023534e+01	9.727155e-06	1.720657e-01	-2.021977e-06	2.165172e+00	1.000000e+00	1.000000e-01	1.042863e+00	1.495415e+01
19	7.940672e-01	8.324555e-01	7.940665e-01	9.464072e+00	1.935658e-04	-5.295635e-02	1.928018e-04	-7.712645e-01	1.000000e+00	9.986700e-02	1.042864e+00	1.495363e+01
20	7.925473e-01	9.275879e-01	7.925532e-01	1.075956e+01	-1.519903e-03	9.513237e-02	-1.513213e-03	1.295488e+00	1.000007e+00	9.943992e-02	1.042955e+00	1.494799e+01
21	7.905039e-01	9.030394e-01	7.905119e-01	9.845247e+00	-2.043422e-03	-2.454847e-02	-2.041351e-03	-9.143135e-01	1.000005e+00	9.941144e-02	1.043484e+00	1.495434e+01
22	7.890709e-01	1.074700e+00	7.890766e-01	1.340327e+01	-1.432947e-03	1.716602e-01	-1.435324e-03	3.558023e+00	1.000016e+00	9.804000e-02	1.042818e+00	1.503409e+01
23	7.875560e-01	8.746997e-01	7.875619e-01	1.183055e+01	-1.514948e-03	-2.000000e-01	-1.514637e-03	-1.572721e+00	1.000003e+00	9.621374e-02	1.041805e+00	1.490038e+01
24	7.852729e-01	8.293934e-01	7.852818e-01	1.114220e+01	-2.283086e-03	-4.530628e-02	-2.280084e-03	-6.883463e-01	9.999978e-01	9.611996e-02	1.041817e+00	1.490061e+01
25	7.836272e-01	9.346301e-01	7.836337e-01	1.389833e+01	-1.645660e-03	1.052367e-01	-1.648138e-03	2.756127e+00	1.000006e+00	9.561698e-02	1.040892e+00	1.495975e+01
26	7.823924e-01	7.346301e-01	7.823973e-01	1.003779e+01	-1.234829e-03	-2.000000e-01	-1.236444e-03	-3.860537e+00	9.999947e-01	9.383603e-02	1.041391e+00	1.504053e+01
